provincia,partido,localidad,suma_mb,count_suma_mb,adsl,cablemodem,dialup,fibraoptica,otros,satelital,wimax,wireless,total general,poblacion,telefoniafija,3g,4g,latitud,longitud
rio negro,pichi mahuida,juventud unida,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,0.0,0.0,-39.0125652171478,-64.0650447267437
rio negro,pichi mahuida,pichi mahuida,1.0,0.0,,,,,,,,,,,,,,,
rio negro,pichi mahuida,río colorado,877.0,8.0,860.0,1796.0,6.0,2.0,0.0,5.0,0.0,1272.0,3941.0,,,,,,
rio negro,pichi mahuida,salto andersen,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,-38.8229789232812,-64.8182778708068
rio negro,pilcaniyeu,comallo,301.0,4.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,292.0,301.0,,,,,,
rio negro,pilcaniyeu,dina huapi,509.0,7.0,383.0,0.0,2.0,2.0,100.0,2.0,0.0,28.0,517.0,,,,,,
rio negro,pilcaniyeu,laguna blanca,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,
rio negro,pilcaniyeu,paso flores,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,
rio negro,pilcaniyeu,pilcaniyeu,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,,,,,
rio negro,pilcaniyeu,pilquiniyeu del limay,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,106.0,0.0,0.0,0.0,-40.5448524836234,-70.0532314661515
rio negro,pilcaniyeu,villa llanquín,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,113.0,0.0,0.0,0.0,-40.9239102047089,-71.0338579770764
rio negro,san antonio,las grutas,310.0,6.0,293.0,0.0,2.0,1746.0,0.0,16.0,0.0,0.0,2057.0,,,,,,
rio negro,san antonio,playas doradas,289.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,195.0,,,,,,
rio negro,san antonio,puerto san antonio este,52.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,53.0,,,,,,
rio negro,san antonio,punta colorada,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,,,,,
rio negro,san antonio,saco viejo,32.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,32.0,,,,,,
rio negro,san antonio,san antonio oeste,1630.0,7.0,784.0,0.0,4.0,2248.0,0.0,12.0,0.0,833.0,3881.0,,,,,,
rio negro,san antonio,sierra grande,2155.0,10.0,430.0,0.0,1.0,1433.0,0.0,2.0,0.0,287.0,2153.0,,,,,,
rio negro,valcheta,aguada cecilio,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,155.0,0.0,0.0,0.0,-40.8478737807916,-65.8393274592303
rio negro,valcheta,arroyo los berros,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,
rio negro,valcheta,arroyo ventana,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,-41.6653937822189,-66.0860135550914
rio negro,valcheta,nahuel niyeu,13.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,,,,,,
rio negro,valcheta,sierra pailemán,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,
rio negro,valcheta,valcheta,1036.0,7.0,0.0,0.0,0.0,871.0,0.0,2.0,0.0,163.0,1036.0,,,,,,
salta,anta,apolinario saravia,712.0,7.0,0.0,0.0,0.0,0.0,705.0,1.0,0.0,6.0,712.0,,,,,,
salta,anta,ceibalito,4.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,,,,,,
salta,anta,coronel mollinedo,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,,,,,,
salta,anta,coronel olleros,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,,,,,,
salta,anta,el quebrachal,1619.0,7.0,0.0,1164.0,0.0,452.0,0.0,4.0,0.0,0.0,1620.0,,,,,,
salta,anta,gaona,511.0,7.0,0.0,459.0,0.0,50.0,0.0,2.0,0.0,0.0,511.0,,,,,,
salta,anta,general pizarro,52.0,3.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,1.0,52.0,,,,,,
salta,anta,joaquín v. gonzález,1233.0,11.0,587.0,4637.0,0.0,304.0,0.0,3.0,0.0,0.0,5531.0,,,,,,
salta,anta,las lajitas,693.0,8.0,0.0,648.0,0.0,1.0,10.0,7.0,0.0,27.0,693.0,,,,,,
salta,anta,luis burela,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,
salta,anta,piquete cabado,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,,,,,,
salta,anta,río del valle,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,,,,,,
salta,anta,tolloche,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,,,,,,
salta,cachi,cachi,293.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,290.0,292.0,,,,,,
salta,cachi,payogasta,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,,,,,,
salta,cafayate,cafayate,1292.0,8.0,974.0,0.0,0.0,2.0,0.0,1.0,0.0,315.0,1292.0,,,,,,
salta,cafayate,tolombón,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,-26.2029574679842,-65.9467957704698
salta,capital,atocha,69.0,5.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,14.0,69.0,,,,,,
salta,capital,el tipal - la almudena,72.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,70.0,72.0,,,,,,
salta,capital,la ciénaga y barrio san rafael,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,,,,,,
salta,capital,las costas,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,,,,,,
salta,capital,otros,1.0,1.0,,,,,,,,,,,,,,,
salta,capital,salta,2599.0,13.0,15924.0,76855.0,5.0,36774.0,85.0,8.0,0.0,5713.0,135364.0,,,,,,
salta,capital,villa san lorenzo,2311.0,12.0,335.0,1998.0,0.0,6.0,3.0,1.0,0.0,116.0,2459.0,,,,,,
salta,cerrillos,barrio el congreso,15.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,
salta,cerrillos,barrio las tunas,8.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,,,,,,
salta,cerrillos,barrio los pinares,205.0,4.0,130.0,0.0,0.0,34.0,0.0,0.0,0.0,41.0,205.0,,,,,,
salta,cerrillos,cerrillos,2236.0,13.0,591.0,2552.0,0.0,600.0,80.0,3.0,0.0,46.0,3872.0,,,,,,
salta,cerrillos,la merced,1056.0,6.0,0.0,0.0,0.0,943.0,70.0,1.0,0.0,42.0,1056.0,,,,,,
salta,cerrillos,san agustín,103.0,7.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,82.0,103.0,,,,,,
salta,chicoana,barrio finca la maroma,10.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,,,,,,
salta,chicoana,barrio la rotonda,172.0,2.0,0.0,0.0,0.0,160.0,10.0,0.0,0.0,2.0,172.0,,,,,,
salta,chicoana,barrio santa teresita,60.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,,,,,,
salta,chicoana,chicoana,378.0,8.0,195.0,0.0,0.0,151.0,15.0,2.0,0.0,15.0,378.0,,,,,,
salta,chicoana,el carril,1745.0,6.0,216.0,0.0,0.0,800.0,120.0,2.0,0.0,607.0,1745.0,,,,,,
salta,general güemes,campo santo,172.0,6.0,126.0,0.0,0.0,40.0,0.0,1.0,0.0,5.0,172.0,,,,,,
salta,general güemes,cobos,63.0,2.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3.0,63.0,,,,,,
salta,general güemes,el bordo,66.0,2.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,5.0,66.0,,,,,,
salta,general güemes,general güemes,1293.0,8.0,2425.0,0.0,0.0,130.0,0.0,5.0,0.0,0.0,2560.0,,,,,,
salta,grl. josé de san martín,aguaray,1270.0,8.0,740.0,433.0,0.0,91.0,0.0,4.0,0.0,2.0,1270.0,,,,,,
salta,grl. josé de san martín,campamento vespucio,197.0,6.0,155.0,0.0,0.0,40.0,0.0,2.0,0.0,0.0,197.0,,,,,,
salta,grl. josé de san martín,campichuelo,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,340.0,0.0,0.0,1.0,-23.1062412034464,-63.9953139246427
salta,grl. josé de san martín,campo durán,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,,,,,,
salta,grl. josé de san martín,coronel cornejo,17.0,6.0,15.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,60.0,,,,,,
salta,grl. josé de san martín,dragones,64.0,6.0,0.0,0.0,0.0,50.0,0.0,2.0,0.0,12.0,64.0,,,,,,
salta,grl. josé de san martín,embarcación,1493.0,9.0,962.0,1299.0,0.0,3.0,535.0,4.0,0.0,0.0,2803.0,,,,,,
salta,grl. josé de san martín,general ballivián,52.0,3.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,52.0,,,,,,
salta,grl. josé de san martín,general mosconi,1361.0,8.0,1298.0,0.0,0.0,60.0,0.0,1.0,0.0,2.0,1361.0,,,,,,
salta,grl. josé de san martín,hickman,69.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,69.0,805.0,0.0,0.0,1.0,-23.2174884897188,-63.5643624737058
salta,grl. josé de san martín,misión el cruce - el milagro - el jardín de san martín,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1329.0,0.0,1.0,1.0,-22.5413249097327,-63.7927888759365
salta,grl. josé de san martín,misión kilómetro 6,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1281.0,0.0,0.0,0.0,-22.5060228278102,-63.7399721901134
salta,grl. josé de san martín,pacará,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,217.0,0.0,0.0,0.0,-22.4452723425454,-63.43543212618
salta,grl. josé de san martín,padre lozano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,1.0,-23.215724803759,-63.8426467906727
salta,grl. josé de san martín,piquirenda,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,,,,,,
salta,grl. josé de san martín,profesor salvador mazza,1088.0,7.0,996.0,0.0,0.0,91.0,0.0,1.0,0.0,0.0,1088.0,,,,,,
salta,grl. josé de san martín,tartagal,2765.0,12.0,2350.0,4535.0,0.0,1337.0,3048.0,2.0,0.0,14.0,11286.0,,,,,,
salta,grl. josé de san martín,tobantirenda,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,,,,
salta,grl. josé de san martín,yacuy,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,,,,,
salta,guachipas,guachipas,148.0,5.0,0.0,0.0,0.0,3.0,35.0,2.0,0.0,110.0,150.0,,,,,,
salta,iruya,iruya,128.0,3.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,45.0,126.0,,,,,,
salta,iruya,isla de cañas,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,,,,,,
salta,iruya,pueblo viejo,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,,,,,,
salta,la caldera,la caldera,354.0,5.0,0.0,0.0,0.0,50.0,293.0,3.0,0.0,8.0,354.0,,,,,,
salta,la caldera,vaqueros,968.0,8.0,159.0,0.0,0.0,90.0,250.0,0.0,0.0,469.0,968.0,,,,,,
salta,la candelaria,el jardín,38.0,2.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,43.0,,,,,,
salta,la candelaria,el tala,177.0,3.0,0.0,0.0,0.0,41.0,0.0,5.0,0.0,131.0,177.0,,,,,,
salta,la candelaria,la candelaria,36.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0,,,,,,
salta,la poma,la poma,46.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,45.0,,,,,,
salta,la viña,ampascachi,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,
salta,la viña,cabra corral,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,
salta,la viña,coronel moldes,173.0,6.0,52.0,0.0,0.0,0.0,115.0,1.0,0.0,5.0,173.0,,,,,,
salta,la viña,la viña,100.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,98.0,100.0,,,,,,
salta,la viña,talapampa,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,
salta,los andes,olacapato,37.0,3.0,0.0,0.0,0.0,31.0,0.0,3.0,0.0,3.0,37.0,,,,,,
salta,los andes,san antonio de los cobres,111.0,8.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,94.0,112.0,,,,,,
salta,los andes,santa rosa de los pastos grandes,48.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,48.0,,,,,,
salta,los andes,tolar grande,34.0,3.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,12.0,34.0,,,,,,
salta,metán,el galpón,379.0,6.0,219.0,65.0,0.0,91.0,0.0,1.0,0.0,3.0,379.0,,,,,,
salta,metán,el tunal,81.0,2.0,0.0,0.0,0.0,80.0,0.0,1.0,0.0,0.0,81.0,,,,,,
salta,metán,lumbreras,41.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,46.0,,,,,,
salta,metán,metán viejo,42.0,3.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,43.0,,,,,,
salta,metán,río piedras,52.0,7.0,34.0,0.0,0.0,15.0,0.0,1.0,0.0,2.0,52.0,,,,,,
salta,metán,san josé de metán,1864.0,9.0,2877.0,611.0,0.0,183.0,0.0,2.0,0.0,0.0,3673.0,,,,,,
salta,metán,san josé de orquera,15.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,,,,,,
salta,molinos,molinos,51.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,45.0,50.0,,,,,,
salta,molinos,seclantás,26.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,21.0,25.0,,,,,,
salta,orán,aguas blancas,76.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0,76.0,,,,,,
salta,orán,colonia santa rosa,481.0,8.0,0.0,293.0,0.0,0.0,100.0,3.0,0.0,85.0,481.0,,,,,,
salta,orán,el tabacal,75.0,3.0,0.0,1.0,0.0,80.0,0.0,0.0,0.0,0.0,81.0,,,,,,
salta,orán,hipólito yrigoyen,1318.0,7.0,519.0,423.0,0.0,250.0,40.0,1.0,0.0,85.0,1318.0,,,,,,
salta,orán,pichanal,638.0,8.0,436.0,97.0,0.0,1.0,103.0,1.0,0.0,0.0,638.0,,,,,,
salta,orán,san ramón de la nueva orán,2266.0,8.0,3680.0,107.0,0.0,2941.0,580.0,3.0,0.0,0.0,7311.0,,,,,,
salta,orán,urundel,89.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,86.0,89.0,,,,,,
salta,otros,otros,131.0,2.0,,,,,,,,,,,,,,,
salta,rivadavia,alto de la sierra,9.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,9.0,,,,,,
salta,rivadavia,capitán juan pagé,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,
salta,rivadavia,coronel juan solá,137.0,8.0,30.0,0.0,0.0,1.0,0.0,2.0,0.0,96.0,129.0,,,,,,
salta,rivadavia,la unión,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2353.0,0.0,0.0,1.0,-23.9462046990241,-63.1119727442095
salta,rivadavia,los blancos,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,,,,,,
salta,rivadavia,pluma de pato,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,,,,,
salta,rivadavia,rivadavia,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2155.0,0.0,0.0,1.0,-24.1928479299753,-62.8855846188739
salta,rivadavia,santa maría,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,587.0,0.0,0.0,0.0,-22.1394975256357,-62.8383245890232
salta,rivadavia,santa victoria este,70.0,6.0,17.0,0.0,0.0,1.0,10.0,1.0,0.0,41.0,70.0,,,,,,
salta,rosario de la frontera,antilla,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,,,,,,
salta,rosario de la frontera,copo quile,35.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,,,,,,
salta,rosario de la frontera,el naranjo,40.0,1.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,40.0,,,,,,
salta,rosario de la frontera,el potrero,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,462.0,0.0,0.0,0.0,-26.063895233234,-64.656831424558
salta,rosario de la frontera,rosario de la frontera,1551.0,11.0,2354.0,404.0,0.0,3.0,0.0,1.0,0.0,175.0,2937.0,,,,,,
salta,rosario de lerma,campo quijano,729.0,12.0,218.0,0.0,0.0,360.0,0.0,3.0,0.0,148.0,729.0,,,,,,
salta,rosario de lerma,la merced del encón,257.0,4.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,82.0,257.0,,,,,,
salta,rosario de lerma,la silleta,360.0,6.0,105.0,0.0,0.0,220.0,0.0,1.0,0.0,34.0,360.0,,,,,,
salta,rosario de lerma,rosario de lerma,959.0,8.0,1285.0,403.0,0.0,2602.0,10.0,1.0,0.0,4.0,4305.0,,,,,,
salta,san carlos,angastaco,46.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,39.0,46.0,,,,,,
salta,san carlos,animaná,52.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,52.0,,,,,,
salta,san carlos,el barrial,400.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,400.0,437.0,0.0,0.0,0.0,-25.9119189620255,-65.9509642786695
salta,san carlos,san carlos,97.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,94.0,97.0,,,,,,
salta,santa victoria,acoyte,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,
salta,santa victoria,campo la cruz,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,195.0,0.0,0.0,0.0,-22.4282266803066,-65.1454049664521
salta,santa victoria,los toldos,42.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,43.0,,,,,,
salta,santa victoria,nazareno,196.0,1.0,0.0,0.0,0.0,61.0,135.0,0.0,0.0,0.0,196.0,,,,,,
salta,santa victoria,poscaya,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,367.0,0.0,0.0,0.0,-22.4336266127546,-65.0678957138662
salta,santa victoria,san marcos,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,171.0,0.0,0.0,0.0,-22.50900544813,-65.1012423839061
salta,santa victoria,santa victoria,277.0,7.0,0.0,0.0,0.0,74.0,0.0,5.0,0.0,200.0,279.0,,,,,,
san juan,25 de mayo,tupelí,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,,,,,,
san juan,25 de mayo,villa borjas,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,,,,,,
san juan,25 de mayo,villa borjas - la chimbera,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,,,,,,
san juan,25 de mayo,villa santa rosa,53.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,,,,,,
san juan,9 de julio,9 de julio,338.0,10.0,0.0,0.0,0.0,125.0,0.0,1.0,0.0,116.0,242.0,,,,,,
san juan,9 de julio,alto de sierra,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,,,,,
san juan,9 de julio,colonia fiorito,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,,,,,
san juan,9 de julio,las chacritas,116.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,,,,,,
san juan,9 de julio,otros,1.0,1.0,,,,,,,,,,,,,,,
san juan,albardón,el rincón,521.0,7.0,509.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,524.0,,,,,,
san juan,albardón,otros,300.0,0.0,,,,,,,,,,,,,,,
san juan,albardón,villa general san martin,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,,,,,,
san juan,albardón,villa general san martín - campo afuera,164.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,,,,,,
san juan,angaco,otros,72.0,0.0,,,,,,,,,,,,,,,
san juan,angaco,villa el salvador - villa sefair,127.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0,,,,,,
san juan,calingasta,barreal - villa pituil,1294.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1294.0,1295.0,,,,,,
san juan,calingasta,calingasta,372.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,370.0,372.0,,,,,,
san juan,calingasta,tamberías,130.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,130.0,131.0,,,,,,
san juan,capital,san juan,4424.0,15.0,12814.0,22723.0,227.0,10721.0,3576.0,5.0,0.0,6781.0,56847.0,,,,,,
san juan,caucete,bermejo,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,484.0,1.0,0.0,0.0,-31.5918363542723,-67.6623620492559
san juan,caucete,caucete,1523.0,10.0,1006.0,0.0,0.0,0.0,2500.0,0.0,0.0,521.0,4027.0,,,,,,
san juan,caucete,vallecito,255.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,4.0,254.0,,,,,,
san juan,caucete,villa independencia,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,
san juan,chimbas,chimbas,3519.0,15.0,2944.0,0.0,6.0,942.0,0.0,0.0,0.0,1948.0,5840.0,,,,,,
san juan,chimbas,villa paula albarracin,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,
san juan,iglesia,angualasto,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,,,,,,
san juan,iglesia,bella vista,44.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,44.0,,,,,,
san juan,iglesia,iglesia,90.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,79.0,90.0,,,,,,
san juan,iglesia,las flores,110.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,112.0,,,,,,
san juan,iglesia,pismanta,24.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,21.0,,,,,,
san juan,iglesia,rodeo,443.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,472.0,482.0,,,,,,
san juan,iglesia,tudcum,88.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,90.0,,,,,,
san juan,jáchal,el médano,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,
san juan,jáchal,gran china,82.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,,,,,,
san juan,jáchal,huaco,109.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,,,,,,
san juan,jáchal,mogna,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,,,,,,
san juan,jáchal,niquivil,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,
san juan,jáchal,pampa vieja,86.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,,,,,,
san juan,jáchal,san isidro,97.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,,,,,,
san juan,jáchal,san josé de jáchal,1093.0,11.0,0.0,0.0,1.0,381.0,0.0,2.0,0.0,711.0,1095.0,,,,,,
san juan,jáchal,tamberías,62.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,,,,,,
san juan,jáchal,villa malvinas argentinas,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,
san juan,jáchal,villa mercedes,174.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,170.0,174.0,,,,,,
san juan,otros,otros,4.0,2.0,,,,,,,,,,,,,,,
san juan,pocito,barrio ruta 40,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,,,,,,
san juan,pocito,carpintería,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,,,,,,
san juan,pocito,quinto cuartel,58.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,,,,,,
san juan,pocito,villa aberastain,57.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,
san juan,pocito,villa aberastain - la rinconada,705.0,11.0,549.0,0.0,4.0,0.0,0.0,1.0,0.0,205.0,759.0,,,,,,
san juan,pocito,villa barbosa - villa nacusi,98.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,98.0,,,,,,
san juan,pocito,villa centenario,56.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,,,,,,
san juan,rawson,el medanito,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,,,,,,
san juan,rawson,rawson,1069.0,11.0,16318.0,0.0,12.0,0.0,0.0,2.0,0.0,1004.0,17336.0,,,,,,
san juan,rawson,villa bolaños,345.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,287.0,,,,,,
san juan,rawson,villa krause,253.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,211.0,,,,,,
san juan,rivadavia,rivadavia,2283.0,14.0,2028.0,0.0,12.0,77.0,15.0,1.0,0.0,2243.0,4376.0,,,,,,
san juan,san martín,barrio sadop,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,
